Grant.Application.ID,Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,Start.date,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Home.Language.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1,Person.ID.2,Role.2,Year.of.Birth.2,Country.of.Birth.2,Home.Language.2,Dept.No..2,Faculty.No..2,With.PHD.2,No..of.Years.in.Uni.at.Time.of.Grant.2,Number.of.Successful.Grant.2,Number.of.Unsuccessful.Grant.2,A..2,A.2,B.2,C.2,Person.ID.3,Role.3,Year.of.Birth.3,Country.of.Birth.3,Home.Language.3,Dept.No..3,Faculty.No..3,With.PHD.3,No..of.Years.in.Uni.at.Time.of.Grant.3,Number.of.Successful.Grant.3,Number.of.Unsuccessful.Grant.3,A..3,A.3,B.3,C.3,Person.ID.4,Role.4,Year.of.Birth.4,Country.of.Birth.4,Home.Language.4,Dept.No..4,Faculty.No..4,With.PHD.4,No..of.Years.in.Uni.at.Time.of.Grant.4,Number.of.Successful.Grant.4,Number.of.Unsuccessful.Grant.4,A..4,A.4,B.4,C.4,Person.ID.5,Role.5,Year.of.Birth.5,Country.of.Birth.5,Home.Language.5,Dept.No..5,Faculty.No..5,With.PHD.5,No..of.Years.in.Uni.at.Time.of.Grant.5,Number.of.Successful.Grant.5,Number.of.Unsuccessful.Grant.5,A..5,A.5,B.5,C.5,Person.ID.6,Role.6,Year.of.Birth.6,Country.of.Birth.6,Home.Language.6,Dept.No..6,Faculty.No..6,With.PHD.6,No..of.Years.in.Uni.at.Time.of.Grant.6,Number.of.Successful.Grant.6,Number.of.Unsuccessful.Grant.6,A..6,A.6,B.6,C.6,Person.ID.7,Role.7,Year.of.Birth.7,Country.of.Birth.7,Home.Language.7,Dept.No..7,Faculty.No..7,With.PHD.7,No..of.Years.in.Uni.at.Time.of.Grant.7,Number.of.Successful.Grant.7,Number.of.Unsuccessful.Grant.7,A..7,A.7,B.7,C.7,Person.ID.8,Role.8,Year.of.Birth.8,Country.of.Birth.8,Home.Language.8,Dept.No..8,Faculty.No..8,With.PHD.8,No..of.Years.in.Uni.at.Time.of.Grant.8,Number.of.Successful.Grant.8,Number.of.Unsuccessful.Grant.8,A..8,A.8,B.8,C.8,Person.ID.9,Role.9,Year.of.Birth.9,Country.of.Birth.9,Home.Language.9,Dept.No..9,Faculty.No..9,With.PHD.9,No..of.Years.in.Uni.at.Time.of.Grant.9,Number.of.Successful.Grant.9,Number.of.Unsuccessful.Grant.9,A..9,A.9,B.9,C.9,Person.ID.10,Role.10,Year.of.Birth.10,Country.of.Birth.10,Home.Language.10,Dept.No..10,Faculty.No..10,With.PHD.10,No..of.Years.in.Uni.at.Time.of.Grant.10,Number.of.Successful.Grant.10,Number.of.Unsuccessful.Grant.10,A..10,A.10,B.10,C.10,Person.ID.11,Role.11,Year.of.Birth.11,Country.of.Birth.11,Home.Language.11,Dept.No..11,Faculty.No..11,With.PHD.11,No..of.Years.in.Uni.at.Time.of.Grant.11,Number.of.Successful.Grant.11,Number.of.Unsuccessful.Grant.11,A..11,A.11,B.11,C.11,Person.ID.12,Role.12,Year.of.Birth.12,Country.of.Birth.12,Home.Language.12,Dept.No..12,Faculty.No..12,With.PHD.12,No..of.Years.in.Uni.at.Time.of.Grant.12,Number.of.Successful.Grant.12,Number.of.Unsuccessful.Grant.12,A..12,A.12,B.12,C.12,Person.ID.13,Role.13,Year.of.Birth.13,Country.of.Birth.13,Home.Language.13,Dept.No..13,Faculty.No..13,With.PHD.13,No..of.Years.in.Uni.at.Time.of.Grant.13,Number.of.Successful.Grant.13,Number.of.Unsuccessful.Grant.13,A..13,A.13,B.13,C.13,Person.ID.14,Role.14,Year.of.Birth.14,Country.of.Birth.14,Home.Language.14,Dept.No..14,Faculty.No..14,With.PHD.14,No..of.Years.in.Uni.at.Time.of.Grant.14,Number.of.Successful.Grant.14,Number.of.Unsuccessful.Grant.14,A..14,A.14,B.14,C.14,Person.ID.15,Role.15,Year.of.Birth.15,Country.of.Birth.15,Home.Language.15,Dept.No..15,Faculty.No..15,With.PHD.15,No..of.Years.in.Uni.at.Time.of.Grant.15,Number.of.Successful.Grant.15,Number.of.Unsuccessful.Grant.15,A..15,A.15,B.15,C.15,
25,1,138B,30B,,19/11/05,330305,100,0,0,0,0,0,0,0,0,740301,100,0,0,0,0,0,0,0,0,78947,CHIEF_INVESTIGATOR,1960,Australia,,2553,25,,Less than 0,1,1,0,3,3,1,82567,DELEGATED_RESEARCHER,1955,Australia,English,2678,25,Yes ,more than 15,0,0,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,,,A ,19/11/05,,,,,,,,,,,,,,,,,,,,,36527,CHIEF_INVESTIGATOR,1955,Australia,,2653,25,,>=0 to 5,1,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0,,,C ,19/11/05,,,,,,,,,,,,,,,,,,,,,16137,CHIEF_INVESTIGATOR,1950,Australia,,2653,25,,>5 to 10,1,5,4,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,,,,19/11/05,270299,100,0,0,0,0,0,0,0,0,730108,80,780105,20,0,0,0,0,0,0,20927,CHIEF_INVESTIGATOR,1965,Australia,,2578,25,Yes ,>5 to 10,0,1,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,60D,30D,,19/11/05,270603,50,321004,50,0,0,0,0,0,0,730106,100,0,0,0,0,0,0,0,0,1797,CHIEF_INVESTIGATOR,1960,North America,,2678,25,Yes ,>5 to 10,2,7,0,8,4,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1,2B,10A,B ,19/11/05,350201,60,380108,40,0,0,0,0,0,0,720403,60,750101,40,0,0,0,0,0,0,3067,CHIEF_INVESTIGATOR,1950,,,,,,,0,0,3,3,1,0,51027,CHIEF_INVESTIGATOR,1960,,,,,,,0,0,0,0,0,0,15987,CHIEF_INVESTIGATOR,1960,Australia,,1623,13,Yes ,>5 to 10,0,0,1,3,2,2,43587,CHIEF_INVESTIGATOR,1960,North America,,1623,13,,,3,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0,143C,30B,,19/11/05,400303,80,400301,20,0,0,0,0,0,0,750802,80,750901,20,0,0,0,0,0,0,39817,CHIEF_INVESTIGATOR,1955,Australia,,653,7,,>=0 to 5,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0,60D,30D,H ,19/11/05,320702,100,0,0,0,0,0,0,0,0,730104,100,0,0,0,0,0,0,0,0,69032,DELEGATED_RESEARCHER,1965,Australia,English,2538,25,Yes ,>=0 to 5,1,2,4,2,3,1,64842,CHIEF_INVESTIGATOR,1960,Australia,,2538,25,Yes ,>=0 to 5,0,0,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1,4D,10A,,19/11/05,320702,20,321013,20,321020,20,321021,20,321204,20,670502,25,730104,25,730203,25,730211,25,0,0,69262,CHIEF_INVESTIGATOR,1960,Australia,,2653,25,Yes ,>10 to 15,1,0,7,5,7,7,28502,CHIEF_INVESTIGATOR,1970,New Zealand,,2603,25,Yes ,>=0 to 5,0,0,0,0,0,0,131432,CHIEF_INVESTIGATOR,1965,Australia,,2653,25,Yes ,>=0 to 5,0,0,4,5,6,0,35602,CHIEF_INVESTIGATOR,1965,Australia,,2653,25,Yes ,>=0 to 5,1,0,9,5,5,4,537,CHIEF_INVESTIGATOR,1965,Australia,,,25,Yes ,>10 to 15,2,0,9,9,13,2,76432,CHIEF_INVESTIGATOR,1960,Australia,English,2653,25,,>=0 to 5,0,0,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0,24D,30B,A ,19/11/05,330107,100,0,0,0,0,0,0,0,0,740201,40,740401,40,740102,20,0,0,0,0,4247,CHIEF_INVESTIGATOR,1950,Australia,,2298,46,,Less than 0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1,2B,10A,,19/11/05,260109,50,260602,40,260112,10,0,0,0,0,780104,60,770101,40,0,0,0,0,0,0,5287,CHIEF_INVESTIGATOR,1960,Australia,,3123,31,Yes ,>=0 to 5,2,1,8,3,1,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,148D,30B,A ,19/11/05,270104,100,0,0,0,0,0,0,0,0,730105,100,0,0,0,0,0,0,0,0,66887,CHIEF_INVESTIGATOR,1955,Australia,,2813,25,,Less than 0,0,2,0,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0,,,A ,19/11/05,270201,100,0,0,0,0,0,0,0,0,630104,100,0,0,0,0,0,0,0,0,70662,CHIEF_INVESTIGATOR,1970,Australia,,3268,31,,Less than 0,1,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0,90B,30G,,19/11/05,321004,100,0,0,0,0,0,0,0,0,730105,100,0,0,0,0,0,0,0,0,69812,CHIEF_INVESTIGATOR,1960,Australia,,2813,25,,>5 to 10,1,5,10,7,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0,2B,10A,G ,19/11/05,300105,50,270703,30,291002,20,0,0,0,0,770802,50,770202,50,0,0,0,0,0,0,35382,CHIEF_INVESTIGATOR,1970,Australia,,2103,19,,Less than 0,0,1,4,9,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0,,,B ,19/11/05,321028,50,270108,50,0,0,0,0,0,0,730114,100,0,0,0,0,0,0,0,0,149767,CHIEF_INVESTIGATOR,1975,Australia,,2828,25,,,1,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0,18B,20C,,19/11/05,321216,50,321299,50,0,0,0,0,0,0,730201,50,730399,50,0,0,0,0,0,0,63562,CHIEF_INVESTIGATOR,1940,Australia,,2523,25,,Less than 0,1,1,0,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0,4D,10A,,19/11/05,320702,40,320703,40,270105,20,0,0,0,0,730000,40,730104,40,730213,20,0,0,0,0,71867,CHIEF_INVESTIGATOR,1945,Australia,,2578,25,Yes ,>10 to 15,3,1,7,19,26,13,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1,29A,10B,A ,19/11/05,321004,40,321003,60,0,0,0,0,0,0,730105,40,730106,60,0,0,0,0,0,0,142457,CHIEF_INVESTIGATOR,1970,Australia,,2713,25,,Less than 0,1,1,0,0,0,0,86672,CHIEF_INVESTIGATOR,1975,Australia,,2713,25,Yes ,>=0 to 5,1,0,0,0,0,0,8462,DELEGATED_RESEARCHER,1950,Australia,,2713,25,Yes ,>5 to 10,0,0,1,0,3,0,72037,CHIEF_INVESTIGATOR,1970,Australia,,2713,25,Yes ,>5 to 10,1,3,4,3,5,0,78817,CHIEF_INVESTIGATOR,1950,Western Europe,,,25,Yes ,more than 15,2,0,4,8,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1,136D,30B,,19/11/05,321004,100,0,0,0,0,0,0,0,0,730105,100,0,0,0,0,0,0,0,0,74162,CHIEF_INVESTIGATOR,1970,Australia,,2813,25,Yes ,>5 to 10,1,0,10,19,7,6,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0,89A,30B,,19/11/05,320602,100,0,0,0,0,0,0,0,0,730107,50,730203,50,0,0,0,0,0,0,67647,CHIEF_INVESTIGATOR,1965,Australia,,2678,25,Yes ,>5 to 10,1,6,9,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0,,,A ,19/11/05,420303,50,370199,30,380105,20,0,0,0,0,730201,40,751004,40,730204,20,0,0,0,0,63492,CHIEF_INVESTIGATOR,1945,Australia,,2523,25,,Less than 0,0,1,1,0,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1,2B,10A,E ,19/11/05,260602,60,260601,40,0,0,0,0,0,0,770103,50,770102,30,770101,20,0,0,0,0,26877,CHIEF_INVESTIGATOR,1935,Australia,,3123,31,,>5 to 10,0,0,0,2,4,1,80212,CHIEF_INVESTIGATOR,1945,Australia,,3123,31,Yes ,more than 15,1,1,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0,40D,10B,,19/11/05,321003,100,0,0,0,0,0,0,0,0,730106,100,0,0,0,0,0,0,0,0,69812,CHIEF_INVESTIGATOR,1960,Australia,,2813,25,,>5 to 10,1,5,10,7,9,1,119372,CHIEF_INVESTIGATOR,1970,Eastern Europe,Other,2813,25,Yes ,>=0 to 5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0,34B,30C,A ,19/11/05,321402,100,0,0,0,0,0,0,0,0,730217,100,0,0,0,0,0,0,0,0,491312,CHIEF_INVESTIGATOR,1960,Australia,,2563,25,Yes ,>=0 to 5,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,2B,10A,,19/11/05,300508,50,270201,50,0,0,0,0,0,0,780105,100,0,0,0,0,0,0,0,0,66672,CHIEF_INVESTIGATOR,1960,Australia,,1258,34,Yes ,>10 to 15,2,0,16,15,13,15,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1,21A,50A,,19/11/05,300403,60,270899,30,270604,10,0,0,0,0,630106,90,730216,10,0,0,0,0,0,0,70662,CHIEF_INVESTIGATOR,1970,Australia,,3268,31,,Less than 0,1,1,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1,47C,10B,A ,19/11/05,270402,100,0,0,0,0,0,0,0,0,771102,100,0,0,0,0,0,0,0,0,30977,CHIEF_INVESTIGATOR,1950,Great Britain,,3028,31,,Less than 0,1,0,10,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0,4D,20C,,19/11/05,380107,65,321299,35,0,0,0,0,0,0,730106,25,730211,65,730217,10,0,0,0,0,30457,CHIEF_INVESTIGATOR,1955,Asia Pacific,,2558,25,,Less than 0,0,0,0,0,2,1,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1,36D,10A,,19/11/05,270403,50,300204,50,0,0,0,0,0,0,620105,100,0,0,0,0,0,0,0,0,79802,PRINCIPAL_SUPERVISOR,1950,Australia,,3028,31,Yes ,more than 15,1,0,1,8,9,5,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1,4D,10A,,19/11/05,321015,100,0,0,0,0,0,0,0,0,730108,100,0,0,0,0,0,0,0,0,10577,CHIEF_INVESTIGATOR,1960,Australia,,2653,25,,>5 to 10,0,1,3,4,3,1,727732,CHIEF_INVESTIGATOR,1960,,,2603,25,,Less than 0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1,34B,30C,,19/11/05,270708,100,0,0,0,0,0,0,0,0,770603,100,0,0,0,0,0,0,0,0,85642,CHIEF_INVESTIGATOR,1955,Australia,,3258,31,Yes ,>=0 to 5,1,5,16,21,24,6,,STUD_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
